Class,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z
open,0.46996599435806274,0.7690948247909546,-1.1728894300233605e-08,0.3935346007347107,0.7505313158035278,-0.049860741943120956,0.32059723138809204,0.7066338658332825,-0.10292208194732666,0.25486475229263306,0.7018051147460938,-0.15735948085784912,0.19990243017673492,0.7182937860488892,-0.21548064053058624,0.34966856241226196,0.4987579584121704,-0.09879231452941895,0.3065364956855774,0.3781319260597229,-0.16412460803985596,0.2786022126674652,0.3040617108345032,-0.21540044248104095,0.25677770376205444,0.24209344387054443,-0.25354278087615967,0.4018085300922394,0.48407182097435,-0.11564507335424423,0.39346155524253845,0.33367055654525757,-0.17881959676742554,0.3858563005924225,0.24074408411979675,-0.22945474088191986,0.38202792406082153,0.16459783911705017,-0.26962345838546753,0.45428466796875,0.5056647062301636,-0.13616229593753815,0.46052876114845276,0.3645339608192444,-0.19218729436397552,0.4614829123020172,0.27481913566589355,-0.2363264113664627,0.4598516523838043,0.19771432876586914,-0.2694321572780609,0.5042468905448914,0.5590601563453674,-0.16231001913547516,0.5396882891654968,0.4647516906261444,-0.2097051441669464,0.5611569881439209,0.3988427221775055,-0.24025309085845947,0.5777591466903687,0.33733153343200684,-0.26516273617744446
open,0.3932073712348938,0.9519405364990234,-8.830599362852354e-09,0.29431575536727905,0.9200335741043091,-0.04030173644423485,0.21189984679222107,0.848628044128418,-0.09654035419225693,0.16478633880615234,0.7730613350868225,-0.15155859291553497,0.12765298783779144,0.7018409967422485,-0.21183449029922485,0.21473291516304016,0.7024751305580139,-0.1572343409061432,0.14392834901809692,0.557898759841919,-0.24564097821712494,0.11034604907035828,0.46352869272232056,-0.3029584288597107,0.08252659440040588,0.38594377040863037,-0.34638500213623047,0.2819376587867737,0.6822263598442078,-0.18677008152008057,0.24336643517017365,0.4977508783340454,-0.285948783159256,0.224860280752182,0.380620539188385,-0.3468601405620575,0.20604634284973145,0.28150108456611633,-0.39336228370666504,0.35242515802383423,0.6995705962181091,-0.21385593712329865,0.33567720651626587,0.5373750925064087,-0.30455324053764343,0.32472479343414307,0.4327741265296936,-0.3552745282649994,0.30684956908226013,0.3365722596645355,-0.3903566896915436,0.42214179039001465,0.7579492926597595,-0.24223430454730988,0.4459846317768097,0.6532598733901978,-0.3200863003730774,0.4549945592880249,0.585605263710022,-0.3585677742958069,0.45871037244796753,0.5226249098777771,-0.3866403102874756
open,0.4279475808143616,1.0149579048156738,-7.420770664623433e-09,0.3259081542491913,0.9837548732757568,-0.051615484058856964,0.24348601698875427,0.9149349331855774,-0.11800751090049744,0.19273331761360168,0.8434668779373169,-0.17892765998840332,0.14247144758701324,0.7803254127502441,-0.24587343633174896,0.2537367641925812,0.7770602703094482,-0.1999368667602539,0.1742459386587143,0.6226955056190491,-0.29623961448669434,0.13328945636749268,0.5256283283233643,-0.3576294183731079,0.09967373311519623,0.44477227330207825,-0.40505367517471313,0.3256921172142029,0.7557981610298157,-0.22477596998214722,0.28022173047065735,0.5686863660812378,-0.3324734568595886,0.2570837736129761,0.44365379214286804,-0.3989467918872833,0.23502200841903687,0.3316909074783325,-0.4513654112815857,0.40074288845062256,0.7767587900161743,-0.2441251575946808,0.3873395621776581,0.6147048473358154,-0.339990496635437,0.37807410955429077,0.507341742515564,-0.39547106623649597,0.3614809215068817,0.40582215785980225,-0.43569818139076233,0.4754721522331238,0.8395893573760986,-0.2641504406929016,0.5043878555297852,0.7361366152763367,-0.3458651900291443,0.5213994979858398,0.6699187159538269,-0.3875827491283417,0.5300247669219971,0.6096015572547913,-0.4193572998046875
open,0.584018349647522,0.8133730888366699,-8.875791657203536e-09,0.5122471451759338,0.786251425743103,-0.03621865436434746,0.45218926668167114,0.7263423800468445,-0.07272030413150787,0.41647404432296753,0.6695840358734131,-0.10861492156982422,0.3807407021522522,0.6261262893676758,-0.14762505888938904,0.47409749031066895,0.6101464033126831,-0.08832571655511856,0.43410950899124146,0.5040494203567505,-0.1436251699924469,0.4139330983161926,0.4368354082107544,-0.1820392906665802,0.3986830413341522,0.37647032737731934,-0.21094535291194916,0.5241906642913818,0.5940452218055725,-0.10350151360034943,0.5095749497413635,0.4670334458351135,-0.1628696769475937,0.5012855529785156,0.3880963921546936,-0.2030905783176422,0.49472078680992126,0.31805863976478577,-0.23445528745651245,0.5752487182617188,0.6074371337890625,-0.12013310194015503,0.5806270837783813,0.49442794919013977,-0.17573338747024536,0.5806888937950134,0.42238181829452515,-0.21005359292030334,0.5762745141983032,0.3533647954463959,-0.23434793949127197,0.624457836151123,0.6481518745422363,-0.13990184664726257,0.6507734060287476,0.5747969150543213,-0.1877293884754181,0.6632296442985535,0.5272303223609924,-0.21374788880348206,0.6701233983039856,0.48017194867134094,-0.2331501543521881
open,0.47253695130348206,0.7455966472625732,-5.790466772737091e-09,0.40383052825927734,0.7337599396705627,-0.03271511197090149,0.3450406789779663,0.6854192614555359,-0.06617800891399384,0.3126584589481354,0.6335501074790955,-0.09971587359905243,0.2842394709587097,0.5919217467308044,-0.1359160989522934,0.3417491316795349,0.5606076717376709,-0.07445690780878067,0.29593586921691895,0.4681682288646698,-0.12339501827955246,0.2710316777229309,0.4065394997596741,-0.15930624306201935,0.25031691789627075,0.3541220426559448,-0.18647679686546326,0.3829478621482849,0.5405235290527344,-0.08920960873365402,0.3567813038825989,0.4223828613758087,-0.14147509634494781,0.34123608469963074,0.34557655453681946,-0.18043367564678192,0.32599684596061707,0.2818591594696045,-0.2105783224105835,0.4278685748577118,0.5447429418563843,-0.1055547222495079,0.4137359857559204,0.43875765800476074,-0.15297891199588776,0.4029163420200348,0.3688851594924927,-0.1857416182756424,0.38851198554039,0.30860015749931335,-0.2092580646276474,0.4746705889701843,0.5735732913017273,-0.12490905076265335,0.4775039553642273,0.4979362189769745,-0.1655043512582779,0.47369855642318726,0.4502372145652771,-0.18974466621875763,0.4669647216796875,0.40807420015335083,-0.20831693708896637
open,0.45293736457824707,0.7429701089859009,-5.839839278820591e-09,0.3847295045852661,0.7312126159667969,-0.02869601733982563,0.3251666724681854,0.6806290745735168,-0.059006258845329285,0.29219746589660645,0.6279492378234863,-0.0904742181301117,0.2675318121910095,0.5863124132156372,-0.12486240267753601,0.3196437656879425,0.5573075413703918,-0.06697603315114975,0.2723049521446228,0.470007061958313,-0.1150655522942543,0.2455807626247406,0.4113534390926361,-0.15021276473999023,0.22324053943157196,0.36184585094451904,-0.1765272170305252,0.3584761917591095,0.5369479060173035,-0.08362385630607605,0.3312011957168579,0.42038407921791077,-0.13477367162704468,0.3156837522983551,0.3420735001564026,-0.1729525923728943,0.3016427159309387,0.2763579487800598,-0.20235952734947205,0.40197959542274475,0.5414506196975708,-0.10200048238039017,0.38635197281837463,0.43620985746383667,-0.14850950241088867,0.37342190742492676,0.3663944900035858,-0.1797531247138977,0.3583604097366333,0.3061760663986206,-0.20217536389827728,0.44798383116722107,0.5702081322669983,-0.1234486997127533,0.44864821434020996,0.49632805585861206,-0.16314493119716644,0.4421001672744751,0.44873154163360596,-0.18616922199726105,0.43351858854293823,0.4067949652671814,-0.20377568900585175
open,0.473202645778656,0.7557861804962158,-5.1585784532903745e-09,0.40174195170402527,0.7406344413757324,-0.026552652940154076,0.3409680128097534,0.6883279085159302,-0.05941443890333176,0.3054606020450592,0.6376218795776367,-0.09445478767156601,0.2749088704586029,0.5913445353507996,-0.1328379064798355,0.33523643016815186,0.5609986186027527,-0.07243432849645615,0.2815749943256378,0.4716249704360962,-0.12653525173664093,0.25086748600006104,0.4116796851158142,-0.16627898812294006,0.2249944657087326,0.360076904296875,-0.19629085063934326,0.3749888837337494,0.5433618426322937,-0.0938650369644165,0.3486928939819336,0.4247943162918091,-0.15272878110408783,0.3316282629966736,0.346137136220932,-0.1952551007270813,0.31547266244888306,0.2782159745693207,-0.22789518535137177,0.41924354434013367,0.5526738166809082,-0.1169058233499527,0.4065937101840973,0.4476548433303833,-0.17094451189041138,0.39153972268104553,0.37812477350234985,-0.20606128871440887,0.37507596611976624,0.31630465388298035,-0.23090243339538574,0.46619194746017456,0.5864226818084717,-0.14263150095939636,0.4690074324607849,0.5157337784767151,-0.1896381974220276,0.46110770106315613,0.4676229953765869,-0.21664126217365265,0.45156553387641907,0.4220086932182312,-0.23700658977031708
open,0.6879847049713135,0.7905186414718628,-1.0862473587280874e-08,0.622917652130127,0.7575059533119202,-0.04085775464773178,0.5718338489532471,0.6944997310638428,-0.08015257865190506,0.541719377040863,0.6407791376113892,-0.11939867585897446,0.5128613114356995,0.5953536629676819,-0.16150237619876862,0.6057181358337402,0.5663995146751404,-0.08443524688482285,0.5734723210334778,0.46304553747177124,-0.14062543213367462,0.5561053156852722,0.3956151008605957,-0.18150192499160767,0.5417269468307495,0.33860182762145996,-0.21189865469932556,0.6528223156929016,0.5597942471504211,-0.09931165724992752,0.6514455080032349,0.43665772676467896,-0.16057150065898895,0.650286853313446,0.35378825664520264,-0.204743430018425,0.6497028470039368,0.2843380868434906,-0.23771724104881287,0.6972802877426147,0.5817709565162659,-0.1166987493634224,0.7127827405929565,0.4762367010116577,-0.17227594554424286,0.7122622132301331,0.40618425607681274,-0.20772026479244232,0.7079886794090271,0.34352266788482666,-0.23209913074970245,0.738863468170166,0.6300338506698608,-0.13816173374652863,0.7643507719039917,0.5561275482177734,-0.1849716305732727,0.7714455723762512,0.5075990557670593,-0.21111227571964264,0.7742060422897339,0.4620349407196045,-0.23045939207077026
open,0.7589174509048462,0.8069806694984436,-3.765949330158946e-09,0.69440758228302,0.7632355690002441,-0.025710241869091988,0.6520081162452698,0.6866371631622314,-0.05785156041383743,0.63847815990448,0.6200792789459229,-0.09180902689695358,0.6254542469978333,0.5687465071678162,-0.12934739887714386,0.6773863434791565,0.569508969783783,-0.07715936750173569,0.6492070555686951,0.45843178033828735,-0.13099150359630585,0.6331345438957214,0.3876502811908722,-0.16870716214179993,0.6186797022819519,0.32798364758491516,-0.19733382761478424,0.7175813317298889,0.5696753263473511,-0.09945068508386612,0.7122734785079956,0.443744421005249,-0.15815436840057373,0.7073594331741333,0.3629470467567444,-0.1987551748752594,0.7005090713500977,0.2916662395000458,-0.2300841361284256,0.7571037411689758,0.5963245630264282,-0.12285375595092773,0.7620805501937866,0.48860418796539307,-0.17793235182762146,0.7569814324378967,0.417844295501709,-0.21268662810325623,0.7475773692131042,0.35026824474334717,-0.2371206283569336,0.7952784895896912,0.648806095123291,-0.1485247015953064,0.8103401064872742,0.5774538516998291,-0.19662342965602875,0.8080620169639587,0.528393030166626,-0.2235017716884613,0.8018026351928711,0.481869637966156,-0.24371670186519623
open,0.7646440863609314,0.8083677291870117,-8.468028944719208e-09,0.7000576257705688,0.7697678804397583,-0.03295053914189339,0.6465631127357483,0.7036514282226562,-0.06918664276599884,0.6113123893737793,0.6484872698783875,-0.10699310898780823,0.5787798166275024,0.6020249724388123,-0.14738623797893524,0.6832651495933533,0.567486584186554,-0.07362411916255951,0.6553751826286316,0.45658648014068604,-0.1247912347316742,0.6393237113952637,0.3867735266685486,-0.16279593110084534,0.6252902746200562,0.3289969861507416,-0.1915842443704605,0.7270264029502869,0.5642703771591187,-0.09159164130687714,0.7259379625320435,0.4385683238506317,-0.1473577469587326,0.7222544550895691,0.3575628995895386,-0.1891455501317978,0.7180671691894531,0.289501428604126,-0.22073040902614594,0.7679210305213928,0.587901771068573,-0.11138977855443954,0.7837673425674438,0.4838431775569916,-0.16148950159549713,0.7818540334701538,0.4116939306259155,-0.1952003389596939,0.775648832321167,0.34898626804351807,-0.2187337428331375,0.8060830235481262,0.6363154649734497,-0.1346878707408905,0.8269387483596802,0.5597534775733948,-0.17667247354984283,0.8277269601821899,0.5095148682594299,-0.20084348320960999,0.824004590511322,0.4658415615558624,-0.21912965178489685
